record_no,gm_id,nickname,source_database,redistribution,nga_record_id,earthquake_name,year,station_name,mw,mechanism,rrup_km,vs30_mps,scale_factor,D5_75_s,D5_95_s,cms_period_s,return_period_yr
263,gm003,CMS0.6s_2475years_gm003,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),346,Coalinga-01,1983,Parkfield - Fault Zone 8,6.36, Reverse,29.94,308.84,1.38,6.1,12.7,0.6,2475
264,gm004,CMS0.6s_2475years_gm004,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),547,Chalfant Valley-01,1986,Zack Brothers Ranch,5.77, strike slip,6.39,316.19,1.2,3.1,11.5,0.6,2475
265,gm005,CMS0.6s_2475years_gm005,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),692,Whittier Narrows-01,1987,Santa Fe Springs - E.Joslin,5.99, Reverse Oblique,18.49,339.06,0.63,1.8,6.0,0.6,2475
266,gm006,CMS0.6s_2475years_gm006,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),714,Whittier Narrows-02,1987,LA - Obregon Park,5.27, Reverse Oblique,13.62,349.43,1.86,1.4,6.2,0.6,2475
267,gm007,CMS0.6s_2475years_gm007,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),953,Northridge-01,1994,Beverly Hills - 14145 Mulhol,6.69, Reverse,17.15,355.81,0.43,6.0,9.3,0.6,2475
268,gm008,CMS0.6s_2475years_gm008,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),1039,Northridge-01,1994,Moorpark - Fire Sta,6.69, Reverse,24.76,341.58,1.35,7.7,16.1,0.6,2475
269,gm009,CMS0.6s_2475years_gm009,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),3968,Tottori_ Japan,2000,TTRH02,6.61, strike slip,0.97,310.21,0.21,6.0,35.3,0.6,2475
270,gm0010,CMS0.6s_2475years_gm0010,Local - Chiang Mai,Yes - locally recorded,Tarlay,Tarlay,2011,MASE,6.8, strike slip,28.0,300.0,1.5499,,,0.6,2475
271,gm001,CMS0.6s_5000years_gm001,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),130,Friuli_ Italy-02,1976,Buia,5.91, Reverse,11.03,310.68,2.77,4.8,10.2,0.6,5000
272,gm002,CMS0.6s_5000years_gm002,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),346,Coalinga-01,1983,Parkfield - Fault Zone 8,6.36, Reverse,29.94,308.84,1.86,6.1,12.7,0.6,5000
273,gm003,CMS0.6s_5000years_gm003,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),547,Chalfant Valley-01,1986,Zack Brothers Ranch,5.77, strike slip,6.39,316.19,1.62,3.1,11.5,0.6,5000
274,gm004,CMS0.6s_5000years_gm004,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),558,Chalfant Valley-02,1986,Zack Brothers Ranch,6.19, strike slip,7.58,316.19,0.74,2.6,8.1,0.6,5000
275,gm005,CMS0.6s_5000years_gm005,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),710,Whittier Narrows-02,1987,Inglewood - Union Oil,5.27, Reverse Oblique,25.72,316.02,3.96,5.5,11.1,0.6,5000
276,gm006,CMS0.6s_5000years_gm006,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),730,Spitak_ Armenia,1988,Gukasian,6.77, Reverse Oblique,23.99,343.53,2.32,6.3,10.5,0.6,5000
277,gm007,CMS0.6s_5000years_gm007,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),960,Northridge-01,1994,Canyon Country - W Lost Cany,6.69, Reverse,12.44,325.6,0.59,3.2,6.3,0.6,5000
278,gm008,CMS0.6s_5000years_gm008,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),1077,Northridge-01,1994,Santa Monica City Hall,6.69, Reverse,26.45,336.2,1.84,6.9,10.7,0.6,5000
279,gm009,CMS0.6s_5000years_gm009,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),3968,Tottori_ Japan,2000,TTRH02,6.61, strike slip,0.97,310.21,0.28,6.0,35.3,0.6,5000
280,gm0010,CMS0.6s_5000years_gm0010,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),4276,Friuli (aftershock 9)_ Italy,1976,Buia,5.5, Reverse,12.39,310.68,1.59,3.4,7.9,0.6,5000
281,gm001,CMS1s_43years_gm001,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),544,Chalfant Valley-01,1986,Bishop - LADWP South St,5.77, strike slip,23.47,303.47,0.15,12.1,21.7,1.0,43
282,gm002,CMS1s_43years_gm002,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),1673,Northridge-03,1994,Santa Monica City Hall,5.2, Reverse,36.25,336.2,3.86,8.0,13.7,1.0,43
283,gm003,CMS1s_43years_gm003,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),3699,Whittier Narrows-02,1987,Covina - S Grand Ave,5.27, Reverse Oblique,23.35,346.62,0.61,9.4,18.5,1.0,43
284,gm004,CMS1s_43years_gm004,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),3737,Whittier Narrows-02,1987,Sun Valley - Roscoe Blvd,5.27, Reverse Oblique,35.33,320.93,0.85,5.7,12.4,1.0,43
285,gm005,CMS1s_43years_gm005,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),6120,Yorba Linda,2002,Pomona - Garey & Bonita,4.265, strike slip,20.39,332.51,3.27,1.0,5.0,1.0,43
286,gm006,CMS1s_43years_gm006,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),8794,14383980,2008,Fontana_ Arrow Hwy and Bennett,5.39, Reverse Oblique,36.23,335.43,1.12,1.9,12.5,1.0,43
287,gm007,CMS1s_43years_gm007,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),8815,14383980,2008,Mira Loma_ I-15 and Riverside,5.39, Reverse Oblique,22.55,335.43,1.04,6.5,19.1,1.0,43
288,gm008,CMS1s_43years_gm008,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),9319,14155260,2005,Big Bear Solar Observatory,4.88, Reverse Oblique,28.55,356.0,0.82,5.0,11.8,1.0,43
289,gm009,CMS1s_43years_gm009,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),9831,51182810,2007,Mammoth Lakes,4.6, strike slip,19.38,317.0,0.92,3.9,9.8,1.0,43
290,gm0010,CMS1s_43years_gm0010,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),11776,9173365,2001,North Hollywood - Laurel Canyon & Sherman,4.26, Reverse,12.16,303.1,2.62,3.8,10.1,1.0,43
291,gm001,CMS1s_100years_gm001,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),255,Mammoth Lakes-07,1980,USC Cash Baugh Ranch,4.73, strike slip,9.46,323.54,0.83,9.6,11.3,1.0,100
292,gm002,CMS1s_100years_gm002,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),405,Coalinga-05,1983,Burnett Construction,5.77, Reverse,11.5,352.2,0.28,6.0,9.7,1.0,100
293,gm003,CMS1s_100years_gm003,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),445,New Zealand-01,1984,Turangi Telephone Exchange,5.5, Normal,8.84,356.39,1.43,8.2,12.6,1.0,100
294,gm004,CMS1s_100years_gm004,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),714,Whittier Narrows-02,1987,LA - Obregon Park,5.27, Reverse Oblique,13.62,349.43,0.33,1.4,6.2,1.0,100
295,gm005,CMS1s_100years_gm005,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),1733,Northridge-06,1994,Sun Valley - Roscoe Blvd,5.28, Reverse,12.22,320.93,1.42,2.7,3.7,1.0,100
296,gm006,CMS1s_100years_gm006,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),2129,Big Bear City,2003,Mentone Fire Station #9,4.92, strike slip,36.94,351.31,3.11,2.9,10.1,1.0,100
297,gm007,CMS1s_100years_gm007,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),3728,Whittier Narrows-02,1987,N Hollywood - Coldwater Can,5.27, Reverse Oblique,33.39,326.47,2.11,6.1,14.0,1.0,100
298,gm008,CMS1s_100years_gm008,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),4279,Friuli (aftershock 10)_ Italy,1976,Buia,4.8, Reverse,11.8,310.68,3.56,0.4,3.7,1.0,100
299,gm009,CMS1s_100years_gm009,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),9575,10410337,2009,Los Angeles - Manchester & Osage,4.7, strike slip,10.7,331.51,2.48,4.1,12.9,1.0,100
300,gm0010,CMS1s_100years_gm0010,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),11062,21522424,2006,Gilroy Array #3,4.3, strike slip,12.64,349.85,1.83,6.5,12.2,1.0,100
301,gm001,CMS1s_225years_gm001,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),445,New Zealand-01,1984,Turangi Telephone Exchange,5.5, Normal,8.84,356.39,2.6,8.2,12.6,1.0,225
302,gm002,CMS1s_225years_gm002,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),563,Chalfant Valley-04,1986,Zack Brothers Ranch,5.44, strike slip,10.76,316.19,1.54,7.7,17.1,1.0,225
303,gm003,CMS1s_225years_gm003,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),713,Whittier Narrows-02,1987,LA - Hollywood Stor FF,5.27, Reverse Oblique,24.76,316.46,2.79,6.5,16.6,1.0,225
304,gm004,CMS1s_225years_gm004,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),1945,Anza-02,2001,Indian Wells - Hwy111 & El Dorad,4.92, Normal Oblique,30.4,311.18,1.33,5.0,10.5,1.0,225
305,gm005,CMS1s_225years_gm005,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),3692,Whittier Narrows-02,1987,Burbank - N Buena Vista,5.27, Reverse Oblique,25.98,320.57,2.72,5.8,11.8,1.0,225
306,gm006,CMS1s_225years_gm006,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),4337,Umbria Marche (foreshock)_ Italy,1997,Colfiorito,5.7, Normal,4.02,317.0,0.28,2.9,4.8,1.0,225
307,gm007,CMS1s_225years_gm007,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),8649,40204628,2007,Pleasanton; Lydiksen School Highland Oaks Dr; 1-story; ground level,5.45, strike slip,28.5,341.13,2.84,6.4,26.2,1.0,225
308,gm008,CMS1s_225years_gm008,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),8876,14383980,2008,Walnut,5.39, Reverse Oblique,20.25,342.64,1.01,2.7,20.1,1.0,225
309,gm009,CMS1s_225years_gm009,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),9636,10410337,2009,Hawthorne; FAA Bldg,4.7, strike slip,10.73,332.33,2.5,0.5,6.7,1.0,225
310,gm0010,CMS1s_225years_gm0010,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),11062,21522424,2006,Gilroy Array #3,4.3, strike slip,12.64,349.85,3.34,6.5,12.2,1.0,225
311,gm001,CMS1s_475years_gm001,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),96,Managua_ Nicaragua-02,1972,Managua_ ESSO,5.2, strike slip,4.98,288.77,0.66,2.8,8.1,1.0,475
312,gm002,CMS1s_475years_gm002,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),391,Coalinga-03,1983,Burnett Construction,5.38, Reverse,13.45,352.2,1.03,4.0,14.8,1.0,475
313,gm003,CMS1s_475years_gm003,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),392,Coalinga-03,1983,Coalinga-14th & Elm (Old CHP),5.38, Reverse,12.63,286.41,1.81,8.3,16.1,1.0,475
314,gm004,CMS1s_475years_gm004,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),445,New Zealand-01,1984,Turangi Telephone Exchange,5.5, Normal,8.84,356.39,3.87,8.2,12.6,1.0,475
315,gm005,CMS1s_475years_gm005,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),562,Chalfant Valley-04,1986,Bishop - LADWP South St,5.44, strike slip,24.75,303.47,1.56,3.6,16.2,1.0,475
316,gm006,CMS1s_475years_gm006,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),563,Chalfant Valley-04,1986,Zack Brothers Ranch,5.44, strike slip,10.76,316.19,2.28,7.7,17.1,1.0,475
317,gm007,CMS1s_475years_gm007,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),1756,San Juan Bautista,1998,Hollister - City Hall Annex,5.17, strike slip,13.49,272.8,1.59,9.8,19.8,1.0,475
318,gm008,CMS1s_475years_gm008,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),8658,40204628,2007,San Jose; CHP Field Office Junction Ave; 1-story; ground level,5.45, strike slip,13.26,266.31,0.98,7.5,21.7,1.0,475
319,gm009,CMS1s_475years_gm009,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),8659,40204628,2007,Campbell; Fire Station 11 Union Av; 2-story; ground level,5.45, strike slip,21.39,275.34,3.71,2.0,6.7,1.0,475
320,gm0010,CMS1s_475years_gm0010,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),8887,14383980,2008,Santa Ana - I5 & 4th St,5.39, Reverse Oblique,25.13,305.54,3.13,5.5,13.9,1.0,475
321,gm001,CMS1s_975years_gm001,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),154,Coyote Lake,1979,San Juan Bautista_ 24 Polk St,5.74, strike slip,19.7,335.5,2.35,6.9,15.1,1.0,975
322,gm002,CMS1s_975years_gm002,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),339,Coalinga-01,1983,Parkfield - Fault Zone 15,6.36, Reverse,29.38,307.59,0.56,10.4,19.7,1.0,975
323,gm003,CMS1s_975years_gm003,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),544,Chalfant Valley-01,1986,Bishop - LADWP South St,5.77, strike slip,23.47,303.47,1.46,12.1,21.7,1.0,975
324,gm004,CMS1s_975years_gm004,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),649,Whittier Narrows-01,1987,La Habra - Briarcliff,5.99, Reverse Oblique,20.28,338.27,2.32,5.2,10.9,1.0,975
325,gm005,CMS1s_975years_gm005,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),723,Superstition Hills-02,1987,Parachute Test Site,6.54, strike slip,0.95,348.69,0.29,8.1,11.0,1.0,975
326,gm006,CMS1s_975years_gm006,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),3933,Tottori_ Japan,2000,SMN001,6.61, strike slip,14.42,331.0,1.73,5.4,11.9,1.0,975
327,gm007,CMS1s_975years_gm007,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),4134,Parkfield-02_ CA,2004,Parkfield - Vineyard Cany 3W,6.0, strike slip,5.21,308.87,0.9,3.0,6.9,1.0,975
328,gm008,CMS1s_975years_gm008,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),4138,Parkfield-02_ CA,2004,PARKFIELD - UPSAR 01,6.0, strike slip,10.08,357.79,1.26,6.2,16.7,1.0,975
329,gm009,CMS1s_975years_gm009,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),4210,Niigata_ Japan,2004,NIG020,6.63, Reverse,8.47,331.63,0.43,6.6,95.9,1.0,975
330,gm0010,CMS1s_975years_gm0010,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),4276,Friuli (aftershock 9)_ Italy,1976,Buia,5.5, Reverse,12.39,310.68,1.17,3.4,7.9,1.0,975
331,gm001,CMS1s_2475years_gm001,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),364,Coalinga-01,1983,Parkfield - Vineyard Cany 4W,6.36, Reverse,34.45,386.19,2.89,6.8,20.6,1.0,2475
332,gm002,CMS1s_2475years_gm002,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),1006,Northridge-01,1994,LA - UCLA Grounds,6.69, Reverse,22.49,398.42,1.47,5.8,11.3,1.0,2475
333,gm003,CMS1s_2475years_gm003,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),2892,Chi-Chi_ Taiwan-04,1999,TCU120,6.2, strike slip,38.36,459.34,4.52,19.8,26.6,1.0,2475
334,gm004,CMS1s_2475years_gm004,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),3468,Chi-Chi_ Taiwan-06,1999,TCU067,6.3, Reverse,24.67,433.63,4.17,10.3,22.8,1.0,2475
335,gm005,CMS1s_2475years_gm005,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),3503,Chi-Chi_ Taiwan-06,1999,TCU122,6.3, Reverse,31.28,475.46,2.27,8.1,15.2,1.0,2475
336,gm006,CMS1s_2475years_gm006,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),3753,Landers,1992,Fun Valley,7.28, strike slip,25.02,388.63,1.51,22.7,29.6,1.0,2475
337,gm007,CMS1s_2475years_gm007,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),4031,San Simeon_ CA,2003,Templeton - 1-story Hospital,6.52, Reverse,6.22,410.66,1.02,3.3,10.3,1.0,2475
338,gm008,CMS1s_2475years_gm008,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),4871,Chuetsu-oki_ Japan,2007,Shiozawa Building_ Minamiunuma,6.8, Reverse,41.75,425.06,0.97,10.6,18.9,1.0,2475
339,gm009,CMS1s_2475years_gm009,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),5270,Chuetsu-oki_ Japan,2007,NIG024,6.8, Reverse,25.33,375.22,1.53,5.4,15.8,1.0,2475
340,gm0010,CMS1s_2475years_gm0010,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),8157,Christchurch_ New Zealand,2011,Heathcote Valley Primary School,6.2, Reverse Oblique,3.36,422.0,0.47,3.3,6.0,1.0,2475
341,gm001,CMS1s_5000years_gm001,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),57,San Fernando,1971,Castaic - Old Ridge Route,6.61, Reverse,22.63,450.28,1.92,10.6,16.8,1.0,5000
342,gm002,CMS1s_5000years_gm002,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),802,Loma Prieta,1989,Saratoga - Aloha Ave,6.93, Reverse Oblique,8.5,380.89,1.3,4.1,9.4,1.0,5000
343,gm003,CMS1s_5000years_gm003,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),982,Northridge-01,1994,Jensen Filter Plant Administrative Building,6.69, Reverse,5.43,373.07,0.36,4.0,12.5,1.0,5000
344,gm004,CMS1s_5000years_gm004,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),1019,Northridge-01,1994,Lake Hughes #1,6.69, Reverse,35.81,425.34,2.56,8.4,16.0,1.0,5000
345,gm005,CMS1s_5000years_gm005,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),1283,Chi-Chi_ Taiwan,1999,HWA034,7.62, Reverse Oblique,44.32,379.18,4.19,10.5,20.1,1.0,5000
346,gm006,CMS1s_5000years_gm006,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),3473,Chi-Chi_ Taiwan-06,1999,TCU078,6.3, Reverse,11.52,443.04,1.44,3.6,7.4,1.0,5000
347,gm007,CMS1s_5000years_gm007,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),3751,Cape Mendocino,1992,South Bay Union School,7.01, Reverse,35.22,459.04,1.74,8.3,14.7,1.0,5000
348,gm008,CMS1s_5000years_gm008,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),3759,Landers,1992,Whitewater Trout Farm,7.28, strike slip,27.05,425.02,4.36,23.2,33.4,1.0,5000
349,gm009,CMS1s_5000years_gm009,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),3865,Chi-Chi_ Taiwan-06,1999,CHY006,6.3, Reverse,40.64,438.19,2.76,7.1,20.6,1.0,5000
350,gm0010,CMS1s_5000years_gm0010,PEER NGA-West2,No - obtain from PEER NGA-West2 (https://ngawest2.berkeley.edu),4451,Montenegro_ Yugoslavia,1979,Bar-Skupstina Opstine,7.1, Reverse,6.98,462.23,0.59,8.8,21.3,1.0,5000
